出現形	ICDコード	標準病名	しゅつげんけい	東大診療録頻度
後天性全身性脂肪萎縮症	E881	後天性全身性脂肪萎縮症	こうてんせいぜんしんせいしぼういしゅくしょう	84
ポリープ状脈絡膜血管症	H353	ポリープ状脈絡膜血管症	ぽりーぷじょうみゃくらくまくけっかんしょう	84
外歯瘻	K046	外歯瘻	がいしろう	84
肋間動脈損傷	S255	肋間動脈損傷	ろっかんどうみゃくそんしょう	84
夏型過敏性肺炎	J678	夏型過敏性肺炎	なつがたかびんせいはいえん	84
サイトメガロウイルス網膜炎	B258	サイトメガロウイルス網膜炎	さいとめがろういるすもうまくえん	84
下痢型過敏性腸症候群	K580	下痢型過敏性腸症候群	げりがたかびんせいちょうしょうこうぐん	84
口底癌	C049	口底癌	こうていがん	84
術後胆管炎	K918	術後胆管炎	じゅつごたんかんえん	83
食道悪性黒色腫	C159	食道悪性黒色腫	しょくどうあくせいこくしょくしゅ	83
外傷性血胸	S271	外傷性血胸	がいしょうせいけっきょう	83
解離性感覚障害	F446	解離性感覚障害	かいりせいかんかくしょうがい	83
下腿皮膚潰瘍	L97	下腿皮膚潰瘍	かたいひふかいよう	83
腹膜悪性腫瘍	C482	腹膜悪性腫瘍	ふくまくあくせいしゅよう	83
二次性甲状腺機能低下症	E038	二次性甲状腺機能低下症	にじせいこうじょうせんきのうていかしょう	83
特発性気胸	J931	特発性気胸	とくはつせいききょう	83
多発性関節痛	M2550	多発性関節痛	たはつせいかんせつつう	83
陰部ヘルペス	A600	陰部ヘルペス	いんぶへるぺす	83
慢性特発性血小板減少性紫斑病	D693	慢性特発性血小板減少性紫斑病	まんせいとくはつせいけっしょうばんげんしょうせいしはんびょう	83
ダニアレルギー	T784	ダニアレルギー	だにあれるぎー	83
心房負荷	I517	心房負荷	しんぼうふか	83
進行性難聴	H905	進行性難聴	しんこうせいなんちょう	83
ウイルス性疣贅	B07	ウイルス性疣贅	ういるすせいゆうぜい	83
卵巣癌全身転移	C80	卵巣癌全身転移	らんそうがんぜんしんてんい	82
大血管転位症	Q203	大血管転位症	だいけっかんてんいしょう	82
黄斑円孔網膜剥離	H330	黄斑円孔網膜剥離	おうはんえんこうもうまくはくり	82
単純性尿路感染症	N390	単純性尿路感染症	たんじゅんせいにょうろかんせんしょう	82
眼内レンズ脱臼	T852	眼内レンズ脱臼	がんないれんずだっきゅう	82
腎芽腫	C64	腎芽腫	じんがしゅ	82
重症妊娠高血圧腎症	O141	重症妊娠高血圧腎症	じゅうしょうにんしんこうけつあつじんしょう	82
腹部皮膚線維肉腫	C445	腹部皮膚線維肉腫	ふくぶひふせんいにくしゅ	82
反復性脱臼	M2449	反復性脱臼	はんぷくせいだっきゅう	82
尿道皮膚瘻	N360	尿道皮膚瘻	にょうどうひふろう	82
篩骨洞炎	J322	篩骨洞炎	しこつどうえん	82
低置胎盤	O441	低置胎盤	ていちたいばん	82
伸展拘縮	M2459	伸展拘縮	しんてんこうしゅく	82
失声症	R491	失声症	しっせいしょう	82
抜歯窩治癒不全	T818	抜歯窩治癒不全	ばっしかちゆふぜん	82
口腔アレルギー症候群	K137	口腔アレルギー症候群	こうくうあれるぎーしょうこうぐん	82
甲状腺中毒性ミオパチー	E059	甲状腺中毒性ミオパチー	こうじょうせんちゅうどくせいみおぱちー	82
空腸壊死	K550	空腸壊死	くうちょうえし	82
慢性移植片対宿主病	T860	慢性移植片対宿主病	まんせいいしょくへんたいしゅくしゅびょう	81
後腹膜悪性腫瘍	C480	後腹膜悪性腫瘍	こうふくまくあくせいしゅよう	81
重症再生不良性貧血	D619	重症再生不良性貧血	じゅうしょうさいせいふりょうせいひんけつ	81
解離性胸部大動脈瘤	I710	解離性胸部大動脈瘤	かいりせいきょうぶだいどうみゃくりゅう	81
中大脳動脈瘤	I671	中大脳動脈瘤	ちゅうだいのうどうみゃくりゅう	81
口唇血管腫	D180	口唇血管腫	こうしんけっかんしゅ	81
難治性喘息	J459	難治性喘息	なんちせいぜんそく	81
子宮体腫瘍	D390	子宮体腫瘍	しきゅうたいしゅよう	81
臍部腫瘤	R190	臍部腫瘤	さいぶしゅりゅう	81
蝶形骨洞炎	J323	蝶形骨洞炎	ちょうけいこつどうえん	81
先天性総胆管拡張症	Q445	先天性総胆管拡張症	せんてんせいそうたんかんかくちょうしょう	81
非定型自閉症	F841	非定型自閉症	ひていけいじへいしょう	81
躯幹帯状疱疹	B029	躯幹帯状疱疹	くかんたいじょうほうしん	81
咽頭異物	T172	咽頭異物	いんとういぶつ	81
頭頂部痛	R51	頭頂部痛	とうちょうぶつう	81
妄想性パーソナリティ障害	F600	妄想性パーソナリティ障害	もうそうせいぱーそなりてぃしょうがい	81
家族性筋萎縮性側索硬化症	G122	家族性筋萎縮性側索硬化症	かぞくせいきんいしゅくせいそくさくこうかしょう	80
喉頭血管腫	D180	喉頭血管腫	こうとうけっかんしゅ	80
アルコール性肝疾患	K709	アルコール性肝疾患	あるこーるせいかんしっかん	80
リンパ球性下垂体炎	E236	リンパ球性下垂体炎	りんぱきゅうせいかすいたいえん	80
十二指腸悪性リンパ腫	C859	十二指腸悪性リンパ腫	じゅうにしちょうあくせいりんぱしゅ	80
相貌失認	R481	相貌失認	そうぼうしつにん	80
腎性浮腫	R609	腎性浮腫	じんせいふしゅ	80
外傷性鼓膜穿孔	S092	外傷性鼓膜穿孔	がいしょうせいこまくせんこう	80
脳脊髄炎	G049	脳脊髄炎	のうせきずいえん	80
習慣性便秘	K590	習慣性便秘	しゅうかんせいべんぴ	80
舞踏病	G255	舞踏病	ぶとうびょう	80
ジルベール症候群	E804	ジルベール症候群	じるべーるしょうこうぐん	80
腰椎損傷	S320	腰椎損傷	ようついそんしょう	80
顔面挫傷	S008	顔面挫傷	がんめんざしょう	80
多発性十二指腸潰瘍	K269	多発性十二指腸潰瘍	たはつせいじゅうにしちょうかいよう	80
腰椎多発骨折	S3270	腰椎多発骨折	ようついたはつこっせつ	80
肥満細胞症	Q822	肥満細胞症	ひまんさいぼうしょう	80
手指奇形	Q740	手指奇形	しゅしきけい	80
真性赤血球増加症	D45	真性赤血球増加症	しんせいせっけっきゅうぞうかしょう	79
変視症	H531	変視症	へんししょう	79
臍ヘルニア嵌頓	K420	臍ヘルニア嵌頓	さいへるにあかんとん	79
肺静脈血栓症	I269	肺静脈血栓症	はいじょうみゃくけっせんしょう	79
単心房単心室	Q248	単心房単心室	たんしんぼうたんしんしつ	79
悪性高血圧症	I10	悪性高血圧症	あくせいこうけつあつしょう	79
運動誘発性喘息	J459	運動誘発性喘息	うんどうゆうはつせいぜんそく	79
歯性副鼻腔炎	J329	歯性副鼻腔炎	しせいふくびくうえん	79
甲状腺無形成	E031	甲状腺無形成	こうじょうせんむけいせい	79
Ｂ型肝炎ウイルス感染	B169	Ｂ型肝炎ウイルス感染	びーがたかんえんういるすかんせん	78
直腸癌骨転移	C795	直腸癌骨転移	ちょくちょうがんこつてんい	78
遷延性抑うつ反応	F432	遷延性抑うつ反応	せんえんせいよくうつはんのう	78
稽留熱	R501	稽留熱	けいりゅうねつ	78
顔面皮下腫瘍	D481	顔面皮下腫瘍	がんめんひかしゅよう	78
閉経後骨粗鬆症	M8109	閉経後骨粗鬆症	へいけいごこつそしょうしょう	78
暗点	H534	暗点	あんてん	78
背部圧迫感	M5495	背部圧迫感	はいぶあっぱくかん	78
網膜前膜	H353	網膜前膜	もうまくぜんまく	78
陰茎悪性黒色腫	C609	陰茎悪性黒色腫	いんけいあくせいこくしょくしゅ	78
アメーバ性肝膿瘍	A064	アメーバ性肝膿瘍	あめーばせいかんのうよう	78
斑状出血	R233	斑状出血	はんじょうしゅっけつ	78
恐怖症性不安障害	F409	恐怖症性不安障害	きょうふしょうせいふあんしょうがい	78
脳血管腫	D180	脳血管腫	のうけっかんしゅ	78
喉頭外傷	S198	喉頭外傷	こうとうがいしょう	78
先天性間葉芽腎腫	D410	先天性間葉芽腎腫	せんてんせいかんようがじんしゅ	78
マイコプラズマ気管支炎	J200	マイコプラズマ気管支炎	まいこぷらずまきかんしえん	78
頭部裂創	S010	頭部裂創	とうぶれっそう	78
腹部大動脈拡張	I714	腹部大動脈拡張	ふくぶだいどうみゃくかくちょう	78
皮質盲	H476	皮質盲	ひしつもう	78
抗体関連型拒絶反応	T869	抗体関連型拒絶反応	こうたいかんれんがたきょぜつはんのう	78
手関節骨折	S6280	手関節骨折	しゅかんせつこっせつ	78
臍肉芽腫	L928	臍肉芽腫	さいにくげしゅ	78
輸血後鉄過剰症	E831	輸血後鉄過剰症	ゆけつごてつかじょうしょう	78
沈下性肺炎	J182	沈下性肺炎	ちんかせいはいえん	78
冷え症	R688	冷え症	ひえしょう	78
腹水症	R18	腹水症	ふくすいしょう	77
１型糖尿病合併妊娠	O240	１型糖尿病合併妊娠	いちがたとうにょうびょうがっぺいにんしん	77
胃軸捻症	K318	胃軸捻症	いじくねんしょう	77
無痛性胆石症	K802	無痛性胆石症	むつうせいたんせきしょう	77
一絨毛膜二羊膜性双胎	O300	一絨毛膜二羊膜性双胎	いちじゅうもうまくにようまくせいそうたい	77
皮質性小脳萎縮症	G112	皮質性小脳萎縮症	ひしつせいしょうのういしゅくしょう	77
角膜内皮障害	H189	角膜内皮障害	かくまくないひしょうがい	77
腹膜癒着	K660	腹膜癒着	ふくまくゆちゃく	77
鉤ヘルニア	G935	鉤ヘルニア	こうへるにあ	77
下腿膿瘍	L024	下腿膿瘍	かたいのうよう	77
空腸ポリープ	K638	空腸ポリープ	くうちょうぽりーぷ	77
一過性甲状腺機能低下症	E038	一過性甲状腺機能低下症	いっかせいこうじょうせんきのうていかしょう	77
ループス膀胱炎	M321	ループス膀胱炎	るーぷすぼうこうえん	77
胸椎軟骨肉腫	C412	胸椎軟骨肉腫	きょうついなんこつにくしゅ	77
脊椎異常	Q764	脊椎異常	せきついいじょう	77
肩骨折	S4290	肩骨折	かたこっせつ	77
精巣炎	N459	精巣炎	せいそうえん	77
慢性耳下腺炎	K112	慢性耳下腺炎	まんせいじかせんえん	77
肋骨奇形	Q766	肋骨奇形	ろっこつきけい	77
腐食性食道炎	K20	腐食性食道炎	ふしょくせいしょくどうえん	77
脳炎後遺症	G09	脳炎後遺症	のうえんこういしょう	77
低Ｔ３症候群	E039	低Ｔ３症候群	ていＴ３しょうこうぐん	77
２型糖尿病性腎症	E112	２型糖尿病性腎症	にがたとうにょうびょうせいじんしょう	76
無セルロプラスミン血症	E830	無セルロプラスミン血症	むせるろぷらすみんけっしょう	76
右室二腔症	Q248	右室二腔症	うしつにくうしょう	76
膝窩動脈捕捉症候群	I778	膝窩動脈捕捉症候群	しっかどうみゃくほそくしょうこうぐん	76
水腎水尿管症	N133	水腎水尿管症	すいじんすいにょうかんしょう	76
尺骨遠位端骨折	S5280	尺骨遠位端骨折	しゃっこつえんいたんこっせつ	76
心因反応	F99	心因反応	しんいんはんのう	76
頻尿症	R35	頻尿症	ひんにょうしょう	76
神経根炎	M5419	神経根炎	しんけいこんえん	76
母指ＣＭ関節症	M189	母指ＣＭ関節症	ぼしＣＭかんせつしょう	76
腋臭症	L750	腋臭症	えきしゅうしょう	76
てんかん大発作	G406	てんかん大発作	てんかんだいほっさ	76
屈折異常	H527	屈折異常	くっせついじょう	76
偽性イレウス	K567	偽性イレウス	ぎせいいれうす	76
喉頭蓋腫瘍	D380	喉頭蓋腫瘍	こうとうがいしゅよう	76
前頭蓋底骨折	S0210	前頭蓋底骨折	ぜんとうがいていこっせつ	76
流行性結膜炎	B309	流行性結膜炎	りゅうこうせいけつまくえん	76
脊髄性小児麻痺	A803	脊髄性小児麻痺	せきずいせいしょうにまひ	76
持続的菌血症	A499	持続的菌血症	じぞくてききんけつしょう	76
男性型脱毛症	L649	男性型脱毛症	だんせいがただつもうしょう	76
外耳湿疹	H605	外耳湿疹	がいじしっしん	76
歯列異常	K073	歯列異常	しれついじょう	76
リウマチ性多発筋痛	M353	リウマチ性多発筋痛	りうまちせいたはつきんつう	75
悪性胸腺腫	C37	悪性胸腺腫	あくせいきょうせんしゅ	75
大動脈騎乗	Q254	大動脈騎乗	だいどうみゃくきじょう	75
膵十二指腸動脈瘤	I728	膵十二指腸動脈瘤	すいじゅうにしちょうどうみゃくりゅう	75
鼡径部腫瘍	D487	鼡径部腫瘍	そけいぶしゅよう	75
持久性隆起性紅斑	L951	持久性隆起性紅斑	じきゅうせいりゅうきせいこうはん	75
カンジダ性敗血症	B377	カンジダ性敗血症	かんじだせいはいけつしょう	75
慢性化膿性根尖性歯周炎	K045	慢性化膿性根尖性歯周炎	まんせいかのうせいこんせんせいししゅうえん	75
僧帽弁膜症	I059	僧帽弁膜症	そうぼうべんまくしょう	75
乳頭出血	N645	乳頭出血	にゅうとうしゅっけつ	75
腓骨遠位端骨折	S8240	腓骨遠位端骨折	ひこつえんいたんこっせつ	75
バルトリン腺膿瘍	N751	バルトリン腺膿瘍	ばるとりんせんのうよう	75
閉鎖孔ヘルニア嵌頓	K450	閉鎖孔ヘルニア嵌頓	へいさこうへるにあかんとん	75
全身性炎症反応症候群	R688	全身性炎症反応症候群	ぜんしんせいえんしょうはんのうしょうこうぐん	75
皮膚結核	A184	皮膚結核	ひふけっかく	75
義歯性潰瘍	K121	義歯性潰瘍	ぎしせいかいよう	75
脚気心	E511	脚気心	かっけしん	75
手指こわばり	M2584	手指こわばり	しゅしこわばり	75
小脳円蓋部髄膜腫	D320	小脳円蓋部髄膜腫	しょうのうえんがいぶずいまくしゅ	75
心臓粘液腫	D151	心臓粘液腫	しんぞうねんえきしゅ	75
急性結膜炎	H103	急性結膜炎	きゅうせいけつまくえん	75
肩手症候群	M8900	肩手症候群	けんしゅしょうこうぐん	75
心筋心膜炎	I319	心筋心膜炎	しんきんしんまくえん	75
肋間動静脈損傷	S255	肋間動静脈損傷	ろっかんどうじょうみゃくそんしょう	75
骨盤膿瘍	-1	骨盤膿瘍	こつばんのうよう	74
縦骨折	T1420	縦骨折	じゅうこっせつ	74
食道上皮内癌	D001	食道上皮内癌	しょくどうじょうひないがん	74
副甲状腺過形成	E210	副甲状腺過形成	ふくこうじょうせんかけいせい	74
