患者表現	出現形	標準病名
発汗多量	発汗過多	多汗症
発熱	高熱,熱発,弛張熱,熱,周期性発熱,不明熱,熱感,微熱,頭痛	高熱,発熱,弛張熱,不明熱,ほてり,微熱,頭痛
発熱時の寒気	悪寒	悪寒
発疹	皮疹,丘疹,紅色丘疹,発赤,周期性発熱,発疹,出血斑	発疹,丘疹,紅色丘疹,発赤,発熱,斑状出血
発疹が出る	発赤	発赤
発疹が出来ている	丘疹	丘疹
発達障害、痴ほう症	記憶障害,物忘れ	記憶障害,健忘症
発音がおかしい	構音障害	構音障害
発音良く喋れない	呂律困難	構音障害
発音障害	失語症	失語症
白尿	蛋白尿	蛋白尿
白日夢	幻覚	幻覚
白目がぶよぶよする	粘膜浮腫	浮腫
白血球の死骸	痰	喀痰
白血病	髄外腫瘤,リンパ節腫脹	腫瘤,リンパ節腫大
皮下に腫瘤ができる	皮下腫瘤	皮下腫瘤
皮下の血管が破れて出血した状態	皮下出血	皮下出血
皮下出血	出血斑,皮下出血	斑状出血,皮下出血
皮下瘤	皮下腫瘤	皮下腫瘤
皮下紫斑	皮下出血斑	皮下出血
皮下組織にある血管が切れて出血すること	皮下出血	皮下出血
皮下組織血管出血	皮下出血	皮下出血
皮下腫	皮下腫瘤	皮下腫瘤
皮疹	発疹	発疹
皮膚	痂皮	痂皮
皮膚がはがれる	落屑	鱗屑
皮膚がん	皮下腫瘤	皮下腫瘤
皮膚がボロボロする	落屑	鱗屑
皮膚が乾いて細胞が死ぬ	乾酪壊死	壊死
皮膚が剥がれ落ちる	落屑	鱗屑
皮膚が紫になる	チアノーゼ	チアノーゼ
皮膚が紫色になる	チアノーゼ	チアノーゼ
皮膚が荒れる	皮膚黄染	黄疸
皮膚が赤い	発赤	発赤
皮膚が赤くなる	発赤	発赤
皮膚が赤くなること	発赤	発赤
皮膚が青紫色になる症状	チアノーゼ	チアノーゼ
皮膚が黄ばむ	皮膚黄染	黄疸
皮膚が黄色い	皮膚黄染	黄疸
皮膚が黄色くなる	皮膚黄染,黄疸	黄疸
皮膚が黄色く変化する病気	黄疸	黄疸
皮膚が黄色っぽい状態	黄疸	黄疸
皮膚が黄色っぽくなる	皮膚黄染	黄疸
皮膚が黄色なる	黄疸	黄疸
皮膚が黄色になる症状	黄疸	黄疸
皮膚と充血	発赤	発赤
皮膚にできた赤いできもの	紅色丘疹	紅色丘疹
皮膚にできもの	発疹	発疹
皮膚にできる発疹	皮疹	発疹
皮膚にできる発疹のこと	皮疹	発疹
皮膚にポツポツと出血のようなものがある	点状出血	点状出血
皮膚に出来物ができる	皮下腫瘤	皮下腫瘤
皮膚に出現する肉眼的変化である発疹	皮疹	発疹
皮膚のすぐ下が血が出て皮膚が斑のようになる	皮下出血斑	皮下出血
皮膚のただれ	皮疹	発疹
皮膚のほっしん	皮疹	発疹
皮膚の下から血が出る	皮下出血	皮下出血
皮膚の下での出血	皮下出血	皮下出血
皮膚の下にできたできもの	皮下腫瘤	皮下腫瘤
皮膚の下に固いしこりがある	皮下結節　	
皮膚の下に水が貯まる	浮腫	浮腫
皮膚の下のおでき	皮下腫瘤	皮下腫瘤
皮膚の下のしこった腫れ	皮下腫瘤	皮下腫瘤
皮膚の下のできもの	皮下腫瘤	皮下腫瘤
皮膚の下のグリグリ	皮下結節　	
皮膚の下のシコリ	皮下結節　	
皮膚の下の出血痕	皮下出血斑	皮下出血
皮膚の下の異常	皮下結節　	
皮膚の下の癌	皮下腫瘤	皮下腫瘤
皮膚の下関節	皮下結節　	
皮膚の中にふしがある	皮下結節　	
皮膚の中のしこり	皮下腫瘤	皮下腫瘤
皮膚の内出血	皮下出血斑	皮下出血
皮膚の変化	浮腫性変化	浮腫
皮膚の湿疹	皮疹	発疹
皮膚の炎症	発赤	発赤
皮膚の病気	痂皮	痂皮
皮膚の痒み	皮疹	発疹
皮膚の盛り上がり	丘疹	丘疹
皮膚の表層が大小の角質片となってはげ落ちること	落屑	鱗屑
皮膚の赤み	発赤,皮疹	発赤,発疹
皮膚の隆起	丘疹	丘疹
皮膚の黄ばみ	皮膚黄染	黄疸
皮膚や粘膜が青紫色である状態	チアノーゼ	チアノーゼ
皮膚内にこぶができる	皮下腫瘤	皮下腫瘤
皮膚内にできもの	皮下結節　	
皮膚内に点々とした出血	点状出血	点状出血
皮膚変色	黄疸	黄疸
皮膚炎	皮膚黄染,皮疹	黄疸,発疹
皮膚疾患	皮疹	発疹
皮膚病	腫瘍性病変,浮腫性変化	-1,浮腫
皮膚面から隆起する針頭大から米粒大ぐらいの局限性の発疹	丘疹	丘疹
盛り上がり	浮腫	浮腫
目がくらむ	眩暈	めまい
目がまわっているような感じがする	眩暈	めまい
目がまわる	めまい感,眩暈,めまい	めまい感,めまい
目が回った感じ	めまい感	めまい感
目が回っている	意識障害	意識障害
目が回る	めまい,めまい感,眩暈	めまい,めまい感
目が回るようなくらくらとした感覚	めまい	めまい
目が回る感じがすること	めまい感	めまい感
目が絡む	眩暈	めまい
目が見にくい	見当識障害	見当識障害
目が黄色い	黄疸	黄疸
目でみてわかる血尿	肉眼的血尿	肉眼的血尿
目でると尿に血が混ざっている	肉眼的血尿	肉眼的血尿
目で見て分かる尿に血が混ざった状態	肉眼的血尿	肉眼的血尿
目で見て分かる血尿	肉眼的血尿	肉眼的血尿
目で解る血の混じったおしっこ	肉眼的血尿	肉眼的血尿
目に見えて尿に血が混ざる	肉眼的血尿	肉眼的血尿
目に見えない血尿	顕微鏡的血尿	顕微鏡的血尿
目の前がくらくらする	眩暈	めまい
目の前が暗くなる	眼前暗黒感	眼前暗黒
目の前が暗く見える	眼前暗黒感	眼前暗黒
目の前が白いベールをかぶったように何も思い出せない	意識消失	意識消失
目の前が真っ暗	眼前暗黒感	眼前暗黒
目の前が真っ暗になる	眼前暗黒感,意識消失	眼前暗黒,意識消失
目の前真っ暗な感じ	眼前暗黒感	眼前暗黒
目や体が黄色い	黄疸	黄疸
目眩	ふらつき,意識障害	めまい,意識障害
盲目	眼前暗黒感	眼前暗黒
盲腸	左上腹部痛,急性腹症,下腹部痛,左下腹部痛,右下腹部痛,右側腹部痛	上腹部痛,急性腹症,下腹痛,下腹痛,臍下部痛,下腹痛,腸仙痛,側腹部痛
盲腸かな	右側腹部痛,右下腹部痛	側腹部痛,下腹痛,腸仙痛
直ぐに忘れてしまうこと	物忘れ	健忘症
真っすぐ歩けない	歩行困難,歩行障害	歩行困難,歩行障害
真っ赤なオシッコ	肉眼的血尿	肉眼的血尿
真っ青	チアノーゼ	チアノーゼ
真っ黒い軟便	タール便	黒色便
真っ黒な軟便	タール便	黒色便
眩暈	ふらつき,めまい感	めまい,めまい感
眼の前が暗くなる	眼前暗黒感	眼前暗黒
眼の前が真っ暗	眼前暗黒感	眼前暗黒
眼振	めまい感	めまい感
瞬痛症候群	激痛	疼痛
知らない	激痛,嘔気嘔吐	疼痛,嘔気,嘔吐症
知恵熱	不明熱	不明熱
知的障害	知覚障害	知覚障害
知能に問題がある	知覚障害	知覚障害
知覚の障害	知覚障害	知覚障害
知覚伝導路の障害やヒステリ－などの心因性の反応により刺激を正常に知覚できない状態	知覚障害	知覚障害
知覚機能不全	知覚障害	知覚障害
知覚異常	知覚障害,感覚異常,感覚障害	知覚障害,感覚異常症,体感異常
知覚過敏	温痛覚障害	温痛覚過敏
知覚障害	温痛覚障害,感覚異常	温痛覚過敏,感覚異常症
石工が混濁してる	意識障害	意識障害
砂糖高	高血糖	高血糖症
硬い	硬結,こわばり	硬結,こわばり
硬くなり動かなくなる	こわばり	こわばり
硬くなる	硬結,固縮,こわばり	硬結,こわばり
硬化	硬結,こわばり	硬結,こわばり
硬直	こわばり,固縮,硬結	こわばり,硬結
硬直痙攣	強直性痙攣	強直性痙攣
磨りガラスの様に見える	スリガラス影	胸部異常陰影
神経が鈍くなる	感覚鈍麻	感覚異常症
神経にさわる	しびれ感	しびれ感
神経失調	感覚鈍麻	感覚異常症
神経機能障害	失語	失語症
神経症	徐脈	徐脈
神経痛	しびれ,温痛覚障害,痺れ	しびれ感,温痛覚過敏
神経障害	不随意運動,感覚障害	不随意運動症,体感異常
神経障害性疼痛	癌性疼痛	癌性疼痛
穴が空いたようにうつること	空洞影	胸部異常陰影
空咳	乾性咳嗽,乾性咳	乾性咳
空咳が出る	乾性咳	乾性咳
空気のある影	空洞影	胸部異常陰影
空洞に見える	空洞影	胸部異常陰影
空洞のような影	空洞影	胸部異常陰影
突然おなかが痛くなる	腹痛発作	腹痛症
突然に死ぬ	突然死	突然死
突然のめまい	浮動性めまい	めまい
突然ぴくぴくする	痙攣発作	痙攣発作
突然亡くなる	突然死	突然死
突然体が意思に反してブルブルまたはピクピクと動く	痙攣発作	痙攣発作
突然体が震えだす	痙攣発作	痙攣発作
突然死亡する	突然死	突然死
突然気を失う	失神発作	失神
突然胸が痛くなる	胸痛発作	胸痛
突然胸の痛みに襲われる	胸痛発作	胸痛
突然腹痛に襲われる	急性腹症	急性腹症
突発的な熱	不明熱	不明熱
窒息	高二酸化炭素血症,呼吸困難,呼吸困難感,呼吸筋麻痺	高炭酸ガス血症,呼吸困難,呼吸麻痺
窒素	嚥下困難感	嚥下困難
立ちくらみ	眩暈,めまい,浮動性めまい,めまい感,眼前暗黒感,ふらつき	めまい,めまい感,眼前暗黒
立ち眩み	めまい,失神発作,眩暈	めまい,失神
筋力がおちる	四肢筋力低下	四肢筋力低下
筋力が弱くなる	筋力低下	筋力低下
筋力が落ちる	筋力低下,四肢筋力低下	筋力低下,四肢筋力低下
筋力が衰える	筋力低下	筋力低下
筋力で守る	筋性防御	筋性防御
筋力の衰え	筋力低下	筋力低下
筋力低下	四肢筋力低下,四肢脱力,筋力低下	四肢筋力低下,四肢脱力,筋力低下
筋力低下などの理由から安全に歩くことができないこと	歩行障害	歩行障害
筋弛緩	下肢脱力感	下肢脱力感
筋肉がこわばって震える	強直性痙攣	強直性痙攣
筋肉がつったままの痙攣	強直性痙攣	強直性痙攣
筋肉がない	筋力低下	筋力低下
筋肉がひきつる	痙攣,けいれん	痙攣
筋肉が弱ってる	四肢筋力低下	四肢筋力低下
筋肉が減る	筋力低下	筋力低下
筋肉が発作的に収縮する事	けいれん	痙攣
筋肉が緊張して硬くなる	こわばり	こわばり
筋肉が落ちた	筋力低下	筋力低下
筋肉が落ちる	筋力低下	筋力低下
筋肉で守る	筋性防御	筋性防御
筋肉で防御する 	筋性防御	筋性防御
筋肉のこわばり	固縮	こわばり
筋肉のひきつり	痙攣	痙攣
筋肉の収縮が長続きしこわばった状態	強直性痙攣	強直性痙攣
筋肉の強い強ばり	固縮	こわばり
筋肉の機能がおちる	筋力低下	筋力低下
筋肉の激しい収縮	けいれん	痙攣
筋肉の衰え	筋力低下	筋力低下
筋肉低下	筋力低下	筋力低下
筋肉内出血	皮下出血	皮下出血
筋肉弱化	筋力低下	筋力低下
筋肉痛	高乳酸血症,全身痛	高乳酸血症,全身痛
筋肉過多	けいれん発作	てんかん様発作,痙攣発作,痙攣重積発作,全身痙攣発作
筋肉量減少	筋力低下	筋力低下
筋量低下	筋力低下	筋力低下
筋防御	筋性防御	筋性防御
算数	ｍａｓｓ	腫瘤
節々が痛い	全身痛	全身痛
簡単に疲れてしまう	易疲労感	易疲労感
粒影	びまん性粒状影	胸部異常陰影
粒状にできた影	粒状陰影	胸部異常陰影
粒状のレントゲン写真	粒状陰影	胸部異常陰影
粒状の影	粒状陰影	胸部異常陰影
粒状影	粒状陰影	胸部異常陰影
粘膜が腫れている	粘膜浮腫	浮腫
粘膜が赤い	粘膜発赤	発赤
粘膜が赤くなる	粘膜発赤	発赤
粘膜が赤くなること	粘膜発赤	発赤
粘膜が赤くはれる	粘膜発赤	発赤
粘膜に腫れやむくみ	粘膜浮腫	浮腫
粘膜のむくみ	粘膜浮腫	浮腫
粘膜の損傷	粘膜発赤	発赤
粘膜の癌	粘膜浮腫	浮腫
粘膜の腫れ	粘膜浮腫	浮腫
粘膜湿疹	粘膜発赤	発赤
精神障害	記憶障害	記憶障害
糖が高い	高血糖	高血糖症
糖に耐える機能の異常	耐糖能異常	耐糖能異常
糖に耐える機能の障害	耐糖能障害	耐糖能異常
糖に耐える能力の異常	耐糖能異常	耐糖能異常
糖の摂り過ぎ	耐糖能障害	耐糖能異常
糖を代謝する機能の異常	耐糖能異常	耐糖能異常
糖分とりすぎ	高血糖	高血糖症
糖分をうまく消化できん	耐糖能障害	耐糖能異常
糖尿	高血糖,耐糖能異常,尿蛋白,高度蛋白尿,蛋白尿	高血糖症,耐糖能異常,蛋白尿
糖尿かな	耐糖能異常,食後高血糖	耐糖能異常,高血糖症
糖尿病	耐糖能障害,境界型糖尿病,食後高血糖,高血糖,尿蛋白,耐糖能異常,蛋白尿	耐糖能異常,境界型糖尿病,高血糖症,蛋白尿
糖尿病になりかけ	境界型糖尿病	境界型糖尿病
糖尿病の境目	境界型糖尿病	境界型糖尿病
糖尿病ギリギリ	境界型糖尿病	境界型糖尿病
糖尿病一歩手前	耐糖能障害	耐糖能異常
糖尿病予備軍	境界型糖尿病,耐糖能異常	境界型糖尿病,耐糖能異常
糖尿病前段階	高血糖	高血糖症
糸球体腎炎	低補体血症	低補体血症
紅斑	粘膜発赤,点状出血,発赤	発赤,点状出血
素晴らしいくらっくる	ｆｉｎｅ　ｃｒａｃｋｌｅｓ	湿性ラ音
索状に見える陰影	線状影	胸部異常陰影
紫外線過多	皮下腫瘤	皮下腫瘤
紫斑	出血斑,皮下出血斑	斑状出血,皮下出血
紫色っぽい肌色	チアノーゼ	チアノーゼ
紫色になる	チアノーゼ	チアノーゼ
紫藍症	チアノーゼ	チアノーゼ
細かく震える	痙攣	痙攣
細胞が分かれてる	蛋白細胞解離	髄液蛋白細胞数解離
細胞が壊れること	壊死	壊死
細胞が死ぬ	壊死	壊死
細胞が死滅	壊死	壊死
細胞が腐ること	壊死	壊死
細胞のたまった腫瘤	充実性腫瘤	腫瘤
細胞組織が死ぬ	壊死	壊死
組織が充血やうっ血で硬くなる	硬結	硬結
組織が壊れる	壊死	壊死
組織が死ぬ	壊死	壊死
組織の局所的死	壊死	壊死
組織破壊	壊死	壊死
経口摂取障害	経口摂取困難	経口摂取困難
結核	乾酪壊死,両側肺門部リンパ節腫脹,喀血	壊死,肺門リンパ節腫脹,喀血
結核かな	胸部異常影	胸部異常陰影
結核かも	肺浸潤影	肺部異常陰影
結節影	粒状陰影,スリガラス陰影,肺結節影	胸部異常陰影,肺部異常陰影
結節陰影	肺結節影	肺部異常陰影
絞扼感	安静時胸痛	反復性胸痛,胸痛
絶望	全身リンパ節腫脹,多臓器障害,全身性浮腫	リンパ節腫大,多臓器不全,全身性浮腫
網状影	スリガラス影	胸部異常陰影
緊張	こわばり	こわばり
緊張呼吸難	労作時呼吸困難感	労作時呼吸困難
緊張感	口渇	口渇症
緊急事態	頻拍	頻拍症
緊急疾患	出血性ショック	出血性ショック
緑内障	眼前暗黒感	眼前暗黒
線になった影	線状影	胸部異常陰影
線の様に見えるレントゲン写真	線状影	胸部異常陰影
